product_name,product_id,description
Men's adidas Sport Inspired Videll Shoes,CL7366,Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.
Men's adidas Running Raddis 1.0 shoes,CK9661,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.
Men's adidas Running Kivaro 1 Shoes,CK9650,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability and support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability."
Men's adidas Sport Inspired Storm Runner Shoes,CL7415,"A fast, lightweight adidas stormrunner shoes for men. These running-inspired shoes are very comfortable for your daily routine. Made with textile upper and Cloudfoam midsole along with rubber outsole these shoes will provide comfort to your feet all day long."
Men's adidas Sport Inspired Strikerr Shoes,CL7626,"Crafted for simple, natural comfort, these running-inspired shoes feature textile mesh upper. The integrated sockliner supports natural movement of the foot with optimum comfort. EVA midsole and Rubber outsole offer optimum comfort to your feet."
MEN'S ADIDAS RUNNING FURIO 1.0 SHOES,CJ7990,The premium looking adidas Furio Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.
Men's adidas Sport Inspired Runigma Shoes,CL7534,These men's running-inspired shoes keep you comfortable all day long. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most.
Men's adidas Sport Inspired Storm Runner Shoes,CL7413,"A fast, lightweight adidas stormrunner shoes for men. These running-inspired shoes are very comfortable for your daily routine. Made with textile upper and Cloudfoam midsole along with rubber outsole these shoes will provide comfort to your feet all day long."
Men's adidas Running Kalus 1.0 Shoes,CK9500,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
Men's adidas Sport Inspired Videll Shoes,CL7369,Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.
Men's adidas RunFalcon Shoes,EE8156,Water-repellent shoes for adding variety to your daily workout routine. These multisport training shoes have a ripstop and leather-like upper for cold-weather durability. A midfoot cage provides additional stability while lightweight cushioning keeps you comfortable across long distances.
Men's adidas Running Erish Shoes,CL7607,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable mesh upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
Men's adidas Sport Inspired Stunn Shoes,CL7385,These men's running-inspired shoes keep you comfortable so you stay focused on your day. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Faetures a CLOUDFOAM midsole for responsive cushioning and durable Rubber outsole for long-lasting wear.
Men's adidas Running EnergyFalcon Shoes,EE9856,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles."
Men's adidas Sport Inspired Lite Racer RBN Shoes,EE8260,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.
Men's adidas Running Asweerun Shoes,EE8448,"Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step."
Men's adidas Running Cosmic 2 Shoes,EE8181,"These men's running shoes provide a cloudlike landing every time your foot hits the ground. A seamless stretch mesh upper provides lightweight support, and a performance sockliner keeps your feet ventilated. The cloudfoam midsole provides responsive cushioning for superior comfort."
MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES,CK9682,"These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces."
Men's adidas Running Norad Shoes,CL7377,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry."
Men's adidas Running Erish Shoes,CL7605,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable mesh upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
Men's adidas Sport Inspired Run 60s Shoes,EE9734,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.
Men's adidas Sport Inspired Crazychaos Shoes,EF1053,"A runner inspired look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper is contrasted with textured suede overlays. Plush cushioning ensures a smooth, comfortable ride."
Men's adidas Running Duramo 9 Shoes,EE7925,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear."
Men's adidas Running Supervega Shoes,CL7614,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a knit-textile upper along with EVA midsole and Rubber outsole cushioning provide all-day comfort.
Men's adidas Running EnergyFalcon Shoes,EE9847,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush Cloudfoam comfort cushioning . A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable adiwear outsole is made for logging many miles."
Women's adidas Sport Inspired Lite Racer 2.0 Shoes,EG3289,Why slow down? These go-everywhere shoes have a sporty feel and a streamlined silhouette to keep up with your nonstop life. Your feet will be treated to soft comfort while your look is elevated with iconic 3-Stripes style.
Men's adidas Running Supervega Shoes,CL7615,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a knit-textile upper along with EVA midsole and Rubber outsole cushioning provide all-day comfort.
Men's adidas Sport Inspired Syan Shoes,CL7276,These men's running-inspired shoes keep you comfortable so you stay focused on your goals. They feature a knit-textile upper along with EVA midsole and Rubber outsole cushioning provide all-day comfort.
Men's adidas Running Jerzo Shoes,CL7453,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile upper with a supportive cage that wraps around the midfoot to give you stability where you need it most EVA midsole and durable Rubber outsole for long-lasting wear.
Men's adidas Running Grito Shoes,CL7329,"Great everyday shoes for runners to go that extra mile. Features Textile Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
Men's adidas Sport Inspired Stunn Shoes,CL7387,These men's running-inspired shoes keep you comfortable so you stay focused on your day. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Faetures a CLOUDFOAM midsole for responsive cushioning and durable Rubber outsole for long-lasting wear.
Women's adidas Running Sponso Shoes,CM4762,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
Women's adidas Sport Inspired Glarus Shoes,CM4984,"The adidas Glarus Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
Women's adidas Running Cyberg 1.0 Shoes,CM4691,Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability.
Women's adidas Sport Inspired Hyperon 1.0 Shoes,CM4826,"The adidas Hyperon Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
Men's adidas Outdoor Geocach 19 Shoes,CM0015,"These hiking shoes have a sturdy synthetic upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails."
Men's adidas Running Asweego Shoes,EE8603,Shoes with flexibility and responsiveness for multisport training. These shoes have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.
Men's adidas Running Kalus 1.0 Shoes,CL7496,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
Men's adidas Running Asweerun Shoes,EE8444,"Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step."
,CM4827,
Men's adidas Outdoor Geocach 19 Shoes,CM0014,"These hiking shoes have a sturdy synthetic upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails."
Women's Running Soar Shoes,CM4737,Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability.
Men's adidas Sport Inspired Archivo Shoes,EF0440,Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.
Men's adidas Sport Inspired Run 70s Shoes,EE9748,"In the 1970s, millions of people began running for fun and started a movement. These shoes give glimpses of iconic styles from that time while delivering a fresh look for today's streets. The textile upper has soft suede overlays and rides above a lightweight, classic die-cut midsole and a grippy outsole."
Women's Sport Inspired Retrorun Shoes,EG4223,Renew a retro adidas look with a fresh edge. These running-inspired shoes feature extra cushioning and grip as you go about your day without distraction. Contrast 3-Stripes on the sides let you celebrate the classics in your own way.
Men's adidas Outdoor Geocach 19 Shoes,CM0013,"These hiking shoes have a sturdy synthetic upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails."
Men's adidas Running Cosmic 2 Shoes,B44880,"These men's running shoes provide a cloudlike landing every time your foot hits the ground. A seamless stretch mesh upper provides lightweight support, and a performance sockliner keeps your feet ventilated. The cloudfoam midsole provides responsive cushioning for superior comfort."
Men's adidas Running Cosmic 2 Shoes,F34876,"These men's running shoes provide a cloudlike landing every time your foot hits the ground. A seamless stretch mesh upper provides lightweight support, and a performance sockliner keeps your feet ventilated. The cloudfoam midsole provides responsive cushioning for superior comfort."
Women's adidas Originals Stan Smith Shoes,EE8836,"The chic minimalism of the Stan Smith invites creative touches. These shoes show off a metallic heel tab to add some glam to the classic look. The smooth leather upper, perforated 3-Stripes and Stan Smith's portrait on the tongue label add Stan Smith signature style."
Men's adidas Sport Inspired Archivo Shoes,EF0523,Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.
Women's Sport Inspired Retrorun Shoes,EH1858,Renew a retro adidas look with a fresh edge. These running-inspired shoes feature extra cushioning and grip as you go about your day without distraction. Contrast 3-Stripes on the sides let you celebrate the classics in your own way.
Women's Sport Inspired Cloudfoam Pure Shoes,EG3821,Explore your surroundings. These adidas running-inspired shoes feature a foot-hugging knit upper and a female-friendly fit. Soft midsole cushioning adds comfort as you head out for coffee or discover a busy side street.
Women's adidas Originals Haiwee Shoes,EF4458,Stand out. These shoes take inspiration from adidas' archive of retro runners to create fresh style. The mesh and synthetic suede upper shows off wave-shaped stitching on the side. A rippled EVA midsole feels light and comfortable.
Women's Sport Inspired Lite Racer 2.0 Shoes,EG3291,Why slow down? These go-everywhere shoes have a sporty feel and a streamlined silhouette to keep up with your nonstop life. Your feet will be treated to soft comfort while your look is elevated with iconic 3-Stripes style.
Women's adidias Originals Supercourt Shoes,EF5928,There's beauty in simple things. The soft feel of leather. Clean details. These adidas shoes condense 40 years of archival court style into a timeless design. The premium leather upper is accented with perforated 3-Stripes and a metallic tongue label for understated elegance.
Women's Sport Inspired Retrorun Shoes,EH1859,Renew a retro adidas look with a fresh edge. These running-inspired shoes feature extra cushioning and grip as you go about your day without distraction. Contrast 3-Stripes on the sides let you celebrate the classics in your own way.
Women's adidas Sport Inspired Hyperon 1.0 Shoes,CM4828,"The adidas Hyperon Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
Women's Sport Inspired Lite Racer 2.0 Shoes,EG3295,Why slow down? These go-everywhere shoes have a sporty feel and a streamlined silhouette to keep up with your nonstop life. Your feet will be treated to soft comfort while your look is elevated with iconic 3-Stripes style.
Women's adidas Sport Inspired Glarus Shoes,CM4985,"The adidas Glarus Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
Women's Running Yking 2.0 Shoes,CM4964,"These lightweight running shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability."
Women's adidas Running Cyberg 1.0 Shoes,CM4690,Less really is more in these sleek running shoes offering maximum breathability. They come with mesh upper for optimal ventilation. The IMEVA midsole and full rubber outsole provide comfort and durability.
Women's adidas Originals Sambarose Shoes,EF4970,"Go ahead. Send yourself some flowers. Buy yourself that fancy vegan cheesecake. Self-love is where it's at, so lace up these shoes and elevate it. Based on the now iconic adidas Samba, these SAMBAROSE shoes lift you up with an on-trend platform sole. Luxe leather keeps your look sleek and smooth. Printed hearts peak through the translucent sole and send love energy out into the world with every step you take."
Men's adidas Outdoor Naha Shoes,CM0010,"Get maximum support, comfort and a refreshed look with these adidas Naha shoes for men comes wit a classic style. Mesh and synthetic upper with EVA midsole for maximum impact cushioning. It's Super High Traction Rubber for optimal grip in wet conditions."
Women's adidas Originals Stan Smith Shoes,EF6877,"So fresh, so clean. It's what the Stan Smith doesn't have that makes it so legendary: no bells, no whistles, nothing but crisp tennis style. These adidas Stan Smith Shoes give the iconic look the tiniest twist with a super-subtle snakeskin-textured heel patch."
Women's adidas Originals Superstar Shoes,FW6635,"The future is female. Designers Ji Won Choi and Olivia LeBlanc teamed up with adidas to create an unexpected take on a classic trainer for Women's History Month. Always uncompromising, the adidas Superstar shoes were born to challenge the status quo. This version of the famous shell toe has a faux leather upper topped with sheer overlays. Swap out the laces to mix up your look."
Women's adidas Running Sponso Shoes,CM4760,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned IMEVA midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
Women's adidas Originals Sleek Shoes,DB3258,"A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles."
Women's adidas Originals ZX Torsion Shoes,EF4375,"Refuse to blend in. The '80s style of ZX collides with the '90s vibes of Torsion X, and the result is these clashing-not-matching shoes. They build on adidas' running heritage with energy-returning cushioning and an X-shaped stability bar. A key ring of extra lace jewels lets you create your own look."
Women's Originals U_Path X Shoes,EE7159,"With a sleek feel and futuristic look, the U_Path runner represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture."
Women's adidas Sport Inspired Glarus Shoes,CM4983,"The adidas Glarus Running-inspired shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet. Durable, non slippery, blown out one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground."
Women's adidas Originals Continental 80 Shoes,EE8925,"Originally launched for activities like aerobics and tennis, this '80s throwback design shows off retro charm. It offers a distinctive look with a chunky profile and a split cupsole. An EVA insert at the midsole gives an extra-cushioned, flexible feel. These shoes are made of soft leather and give off a little shine with metallic details on the swerving stripe and heel patch. A logo window next to the laces completes the vintage look."
WOMEN'S ADIDAS ORIGINALS CONTINENTAL 80 SHOES,G27722,"Dial it back to the decade of the aerobics fitness craze, when tennis style reigned. This authentic adidas Continental design comes with a split cupsole and vintage-style details. The shoes are made of leather that feels sturdy yet soft."
Women's adidas Originals SUPERCOURT Shoes,EG2012,"No drama at work, no drama at home. But drama on your feet? Yes please! Part of the Out Loud collection, these adidas Supercourt Shoes flash a shiny ""oil spill"" finish on a patent leather design. Wear them whenever you want to get heads turning and tongues wagging."
Women's Originals Team Court Shoes,EG9825,Timeless style with a soft accent. These Team Court Shoes update '80s workout designs from the adidas archives. A pastel outsole adds a fresh note to the clean lines. The smooth leather upper and rubber outsole make this low-profile trainer awesomely easy to wear.
Women's adidas Originals Sambarose Shoes,EF4966,"Go ahead. Send yourself some flowers. Buy yourself that fancy vegan cheesecake. Self-love is where it's at, so lace up these shoes and elevate it. Based on the now iconic adidas Samba, these SAMBAROSE shoes lift you up with an on-trend platform sole. Luxe leather keeps your look sleek and smooth. Printed hearts peak through the translucent sole and send love energy out into the world with every step you take."
Women's adidas Originals Sleek Super Shoes,EH1389,"These adidas Sleek Super Shoes have an old-school kaleidoscope effect, with pretty colours and shapes that go perfectly together. It all rides on a platform outsole. Lace up and you won't be able to stop staring at your feet."
Women's adidas Originals Team Court Shoes,EG9824,Classic and classy. These adidas Team Court Shoes remix styles from the archive for a timeless look. The rubber cupsole takes you from morning coffee to evening concerts in comfort. Metallic details add pizzazz.
Women's adidas Originals Team Court Shoes,EF6058,Classic and classy. These adidas Team Court Shoes remix styles from the archive for a timeless look. The rubber cupsole takes you from morning coffee to evening concerts in comfort. Metallic details add pizzazz.
Women's adidas Originals Gazelle Shoes,EF6508,"Flash back to the beginning of grunge and the end of the Iron Curtain. These shoes are a one-to-one reissue of the 1991 adidas Gazelle, bringing the same textures, materials and proportions that still look fresh almost thirty years later. They have a soft suede upper with contrast 3-Stripes and a heel tab that echoes early-'90s style. A metallic-gold ""Gazelle"" adds the final authentic touch."
Women's adidas Originals Falcon 2000 Shoes,EG5475,"The Falcon celebrates the carefree and defiant spirit of 1990s art, music and fashion. Inspired by that decade's rave scene, these mesh shoes are adorned with synthetic and metallic overlays. The chunky '90s-style design is made just for women. It offers a supportive, stable feel for day-into-night wearability."
Women's Originals EQT Gazelle Shoes,EF5320,"Bucket hats. Y2K. Boy bands in matching outfits. You might not be able to go back to the '90s, but these adidas Equipment Gazelle Shoes are the next best thing. They're modelled after a classic pair of runners from 1999. Metallic leather with swoopy overlays and retro embroidery dish up turn-of-the-millennium robot track star vibes. A thick, sculpted midsole serves double-duty: old-school style for your outfit, plus a little extra height for you."
Women's Originals Kiellor Shoes,EF5642,"Delightfully fun. Irresistibly fashionable. Who can blame you for coveting adidas' Keillor shoes? A sleek nylon and patent leather upper rides on a chunky outsole for a standout look. All with the extra comfort of a wide, foot-loving fit. Give in, already!"
Women's Originals U_Path X Shoes,EE7160,"With a sleek feel and futuristic look, the U_Path runner represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture."
Women's adidas Originals SL Andridge Shoes,EF5547,"'70s flair, meet modern style. These adidas SL Andridge Shoes give you the best of both worlds. A retro shape borrows its lines from the old-school track. Shiny patent leather and neon details keep the look right-now. A slightly thicker midsole gives you just a touch of extra height."
Women's adidas Originals Sleek Shoes,EG7753,"Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine."
Women's adidas Originals SL Andridge Shoes,EF5549,"'70s flair, meet modern style. These adidas SL Andridge Shoes give you the best of both worlds. A retro shape borrows its lines from the old-school track. Shiny patent leather and neon details keep the look right-now. A slightly thicker midsole gives you just a touch of extra height."
Women's Originals EQT Gazelle Shoes,EF5314,"Bucket hats. Y2K. Boy bands in matching outfits. You might not be able to go back to the '90s, but these adidas Equipment Gazelle Shoes are the next best thing. They're modelled after a classic pair of runners from 1999. Metallic leather with swoopy overlays and retro embroidery dish up turn-of-the-millennium robot track star vibes. A thick, sculpted midsole serves double-duty: old-school style for your outfit, plus a little extra height for you."
Women's adidas Originals Sleek Shoes,EF4933,"Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine."
Women's Originals EQT Gazelle Shoes,EG9829,"Bucket hats. Y2K. Boy bands in matching outfits. You might not be able to go back to the '90s, but these adidas Equipment Gazelle Shoes are the next best thing. They're modelled after a classic pair of runners from 1999. Metallic leather with swoopy overlays and retro embroidery dish up turn-of-the-millennium robot track star vibes. A thick, sculpted midsole serves double-duty: old-school style for your outfit, plus a little extra height for you."
Women's adidas Originals Sleek Shoes,EG7876,"Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine."
Women's Originals Sleek Shoes,EF4935,"A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles."
Women's adidas Originals Falcon Shoes,EF4983,"Let your carefree spirit fly in an adidas shoe that captures the freewheeling energy of the 1990s. Falcon Shoes flash an eye-catching, colour-shifting overlay that looks like a speedy blur. Indulge your feet with a fit made just for women and cushioning that lasts from day to night."
,EG9053,
Women's adidas Originals ZX Torsion Shoes,EF4374,"ZX has always stood for innovation. These women's shoes build on that legacy by combining full-length energy-returning Boost with an X-shaped Torsion System Bar for extra stability. A mesh upper has suede, textile and reflective elements for a textured look."
Women's adidas Originals Falcon Shoes,EH3522,"Let your carefree spirit fly in an adidas shoe that captures the freewheeling energy of the 1990s. Falcon Shoes flash an eye-catching, colour-shifting overlay that looks like a speedy blur. Indulge your feet with a fit made just for women and cushioning that lasts from day to night."
Women's Originals Kiellor Shoes,EG0576,"Delightfully fun. Irresistibly fashionable. Who can blame you for coveting adidas' Keillor shoes? A sleek nylon and patent leather upper rides on a chunky outsole for a standout look. All with the extra comfort of a wide, foot-loving fit. Give in, already!"
Women's Originals Gazelle Shoes,EF6507,"Flash back to the beginning of grunge and the end of the Iron Curtain. These shoes are a one-to-one reissue of the 1991 adidas Gazelle, bringing the same textures, materials and proportions that still look fresh almost thirty years later. They have a soft suede upper with contrast 3-Stripes and a heel tab that echoes early-'90s style. A metallic-gold ""Gazelle"" adds the final authentic touch."
Women's adidas Originals Deerupt Runner Shoes,EF5386,"Minimalist, but never boring. The adidas Deerupt Runner Shoes are like pop art for your feet. They're wrapped in allover netting for a cool geometric look. The mesh and webbing upper is cut snug so you feel supported."
Men's adidas Running Lace It Shoes,CL7520,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear.
Women's adidas Originals Kiellor Shoes,EG0578,"Delightfully fun. Irresistibly fashionable. Who can blame you for coveting adidas' Keillor shoes? A sleek nylon and patent leather upper rides on a chunky outsole for a standout look. All with the extra comfort of a wide, foot-loving fit. Give in, already!"
Women's Originals Kiellor Shoes,EG6920,Be daring. Be confident. These adidas Kiellor Shoes make an instant style statement with their edgy striped graphics and jagged trail-inspired rubber outsole. The leather upper is super soft.
Women's adidas Originals SL Andridge Shoes,EG6846,"Simple can be stunning, when you know how to put things together. These adidas SL Andridge Shoes start with satin nylon, patent leather and suede, and add a pearly midsole shimmer. Step up to a stacked sole for a little extra height and a lot of on-trend style."
Men's adidas Running EnergyFalcon Shoes,EE9854,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles."
Men's adidas Running Jerzo Shoes,CL7456,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile upper with a supportive cage that wraps around the midfoot to give you stability where you need it most EVA midsole and durable Rubber outsole for long-lasting wear.
Men's adidas Sport Inspired Run 60s Shoes,EE9733,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.
Men's adidas Running Furio Lite 1.0 Shoes,CL7333,The lightweight adidas Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.
Men's adidas Sport Inspired Run 60s Shoes,EE9729,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.
Women's adidas Originals SL Andridge Shoes,EG6845,"Simple can be stunning, when you know how to put things together. These adidas SL Andridge Shoes start with satin nylon, patent leather and suede, and add a pearly midsole shimmer. Step up to a stacked sole for a little extra height and a lot of on-trend style."
Men's adidas Sport Inspired Questar Flow Shoes,EE8202,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.
Men's adidas Running Hellion Z Shoes,CL7361,"The adidas Hellion Z Running shoes for men with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground."
Men's adidas Sport Inspired Lite Racer RBN Shoes,EE8265,The spirit of speed combined with comfort and style for the streets. These running-inspired shoes make every step airy and comfortable with a sock-like mesh upper and plush midsole cushioning. Seamless 3-Stripes add to the sporty look.
Men's adidas Running Asweego Shoes,EE8604,Shoes with flexibility and responsiveness for multisport training. These shoes have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.
Men's adidas Sport Inspired Crazychaos Shoes,EF1052,"A runner inspired look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper is contrasted with textured suede overlays. Plush cushioning ensures a smooth, comfortable ride."
Men's adidas Sport Inspired Crazychaos Shoes,EF1051,"A runner inspired look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper is contrasted with textured suede overlays. Plush cushioning ensures a smooth, comfortable ride."
Men's adidas Sport Inspired Run 60s Shoes,EE9732,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.
Men's adidas Sport Inspired Archivo Shoes,EF0433,Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.
Men's adidas Running 90s Valasion Shoes,EE9895,"The spirit of innovation and motivation returns. Nostalgic for the '90s, these running shoes add superior modern cushioning to a classic look. From step-in to full stride, they deliver ultra-soft comfort. They feature a leather and mesh upper and a Cloudfoam Comfort midsole for extra comfort and performance."
